City,FutureMajor,Country,SchoolType,Grade,Email,English,Japanese,Coding
shanxi,Architecture,Japan,Normal high school,11,Olivia2354@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,United States,University,12,Paul2355@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Computer Science,Canada,International high school,Freshman,Queen2356@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,Sophomore,Richard2357@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Sociology,United States,University,Junior,Susan2358@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Canada,International high school,Senior,Thomas2359@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Archaeology,Japan,Normal high school,9,Uma2360@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,10,Vivian2361@pku.edu.cn,TRUE,FALSE,omy
shanxi,Mathematics,Canada,International high school,11,Winnie2362@hotmail.com,TRUE,FALSE,TRUE
suzhou,Computer Science,Japan,Normal high school,12,Xander2363@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Economy,United States,University,Freshman,Yasmine2364@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,Sophomore,Zach2365@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Philosophy,Japan,Normal high school,Junior,Alice2366@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,United States,University,Senior,Bob2367@thu.edu.cn,FALSE,TRUE,omy
shanghai,Architecture,Canada,International high school,9,Carol2368@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,10,Dave2369@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Computer Science,United States,University,11,Eve2370@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Canada,International high school,12,Francis2371@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Sociology,Japan,Normal high school,Freshman,Grace2372@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,Sophomore,Hans2373@pku.edu.cn,FALSE,FALSE,my
shanxi,Archaeology,Canada,International high school,Junior,Isabella2374@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Japan,Normal high school,Senior,Jason2375@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Mathematics,United States,University,9,Kate2376@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Canada,International high school,10,Louis2377@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Economy,Japan,Normal high school,11,Margraret2378@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,United States,University,12,Nathan2379@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Philosophy,Canada,International high school,Freshman,Olivia2380@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Japan,Normal high school,Sophomore,Paul2381@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Architecture,United States,University,Junior,Queen2382@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,Canada,International high school,Senior,Richard2383@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Computer Science,Japan,Normal high school,9,Susan2384@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,United States,University,10,Thomas2385@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Sociology,Canada,International high school,11,Uma2386@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,Japan,Normal high school,12,Vivian2387@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Archaeology,United States,University,Freshman,Winnie2388@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Canada,International high school,Sophomore,Xander2389@pku.edu.cn,FALSE,TRUE,omy
shanxi,Mathematics,Japan,Normal high school,Junior,Yasmine2390@hotmail.com,TRUE,FALSE,TRUE
suzhou,Computer Science,United States,University,Senior,Zach2391@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Economy,Canada,International high school,9,Alice2392@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Japan,Normal high school,10,Bob2393@pku.edu.cn,FALSE,TRUE,omy
shanxi,Philosophy,United States,University,11,Carol2394@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,Canada,International high school,12,Dave2395@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Architecture,Japan,Normal high school,Freshman,Eve2396@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,United States,University,Sophomore,Francis2397@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Computer Science,Canada,International high school,Junior,Grace2398@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Japan,Normal high school,Senior,Hans2399@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Sociology,United States,University,9,Isabella2400@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Canada,International high school,10,Jason2401@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Archaeology,Japan,Normal high school,11,Kate2402@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,United States,University,12,Louis2403@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Mathematics,Canada,International high school,Freshman,Margraret2404@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Japan,Normal high school,Sophomore,Nathan2405@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Economy,United States,University,Junior,Olivia2406@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,Canada,International high school,Senior,Paul2407@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Philosophy,Japan,Normal high school,9,Queen2408@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,United States,University,10,Richard2409@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Architecture,Canada,International high school,11,Susan2410@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Japan,Normal high school,12,Thomas2411@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Computer Science,United States,University,Freshman,Uma2412@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Canada,International high school,Sophomore,Vivian2413@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Sociology,Japan,Normal high school,Junior,Winnie2414@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,United States,University,Senior,Xander2415@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Archaeology,Canada,International high school,9,Yasmine2416@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Japan,Normal high school,10,Zach2417@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Mathematics,United States,University,11,Alice2418@hotmail.com,TRUE,FALSE,TRUE
suzhou,Computer Science,Canada,International high school,12,Bob2419@thu.edu.cn,FALSE,TRUE,omy
shanghai,Economy,Japan,Normal high school,Freshman,Carol2420@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,United States,University,Sophomore,Dave2421@pku.edu.cn,FALSE,FALSE,omy
shanxi,Philosophy,Canada,International high school,Junior,Eve2422@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,Japan,Normal high school,Senior,Francis2423@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Architecture,United States,University,9,Grace2424@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Canada,International high school,10,Hans2425@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Computer Science,Japan,Normal high school,11,Isabella2426@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,United States,University,12,Jason2427@thu.edu.cn,TRUE,FALSE,my
shanghai,Sociology,Canada,International high school,Freshman,Kate2428@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Japan,Normal high school,Sophomore,Louis2429@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Archaeology,United States,University,Junior,Margraret2430@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,Canada,International high school,Senior,Nathan2431@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Mathematics,Japan,Normal high school,9,Olivia2432@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,United States,University,10,Paul2433@pku.edu.cn,TRUE,FALSE,my
shanxi,Economy,Canada,International high school,11,Queen2434@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,Japan,Normal high school,12,Richard2435@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Philosophy,United States,University,Freshman,Susan2436@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Canada,International high school,Sophomore,Thomas2437@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Architecture,Japan,Normal high school,Junior,Uma2438@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,United States,University,Senior,Vivian2439@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Computer Science,Canada,International high school,9,Winnie2440@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,10,Xander2441@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Sociology,United States,University,11,Yasmine2442@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,Canada,International high school,12,Zach2443@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Archaeology,Japan,Normal high school,Freshman,Alice2444@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,Sophomore,Bob2445@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Mathematics,Canada,International high school,Junior,Carol2446@hotmail.com,TRUE,FALSE,TRUE
suzhou,Computer Science,Japan,Normal high school,Senior,Dave2447@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Economy,United States,University,9,Eve2448@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,10,Francis2449@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Philosophy,Japan,Normal high school,11,Grace2450@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,United States,University,12,Hans2451@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Architecture,Canada,International high school,Freshman,Isabella2452@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,Sophomore,Jason2453@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Computer Science,United States,University,Junior,Kate2454@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Canada,International high school,Senior,Louis2455@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Sociology,Japan,Normal high school,9,Margraret2456@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,10,Nathan2457@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Archaeology,Canada,International high school,11,Olivia2458@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Japan,Normal high school,12,Paul2459@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Mathematics,United States,University,Freshman,Queen2460@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Canada,International high school,Sophomore,Richard2461@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Economy,Japan,Normal high school,Junior,Susan2462@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,United States,University,Senior,Thomas2463@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Philosophy,Canada,International high school,9,Uma2464@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Japan,Normal high school,10,Vivian2465@pku.edu.cn,TRUE,FALSE,my
shanxi,Architecture,United States,University,11,Winnie2466@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Canada,International high school,12,Xander2467@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Computer Science,Japan,Normal high school,Freshman,Yasmine2468@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,United States,University,Sophomore,Zach2469@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Sociology,Canada,International high school,Junior,Alice2470@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Japan,Normal high school,Senior,Bob2471@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Archaeology,United States,University,9,Carol2472@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Canada,International high school,10,Dave2473@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Mathematics,Japan,Normal high school,11,Eve2474@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,United States,University,12,Francis2475@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Economy,Canada,International high school,Freshman,Grace2476@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Japan,Normal high school,Sophomore,Hans2477@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Philosophy,United States,University,Junior,Isabella2478@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,Canada,International high school,Senior,Jason2479@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Architecture,Japan,Normal high school,9,Kate2480@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,United States,University,10,Louis2481@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Computer Science,Canada,International high school,11,Margraret2482@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,Japan,Normal high school,12,Nathan2483@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Sociology,United States,University,Freshman,Olivia2484@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Canada,International high school,Sophomore,Paul2485@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Archaeology,Japan,Normal high school,Junior,Queen2486@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,United States,University,Senior,Richard2487@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Mathematics,Canada,International high school,9,Susan2488@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Japan,Normal high school,10,Thomas2489@pku.edu.cn,TRUE,TRUE,my
shanxi,Economy,United States,University,11,Uma2490@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,Canada,International high school,12,Vivian2491@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Philosophy,Japan,Normal high school,Freshman,Winnie2492@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,United States,University,Sophomore,Xander2493@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Architecture,Canada,International high school,Junior,Yasmine2494@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Japan,Normal high school,Senior,Zach2495@thu.edu.cn,FALSE,FALSE,my
shanghai,Computer Science,United States,University,9,Alice2496@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Canada,International high school,10,Bob2497@pku.edu.cn,TRUE,FALSE,omy
shanxi,Sociology,Japan,Normal high school,11,Carol2498@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,United States,University,12,Dave2499@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Archaeology,Canada,International high school,Freshman,Eve2500@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Japan,Normal high school,Sophomore,Francis2501@pku.edu.cn,TRUE,FALSE,omy
shanxi,Mathematics,United States,University,Junior,Grace2502@hotmail.com,TRUE,FALSE,TRUE
suzhou,Computer Science,Canada,International high school,Senior,Hans2503@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Economy,Japan,Normal high school,9,Isabella2504@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,United States,University,10,Jason2505@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Philosophy,Canada,International high school,11,Kate2506@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,Japan,Normal high school,12,Louis2507@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Architecture,United States,University,Freshman,Margraret2508@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Canada,International high school,Sophomore,Nathan2509@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Computer Science,Japan,Normal high school,Junior,Olivia2510@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,United States,University,Senior,Paul2511@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Sociology,Canada,International high school,9,Queen2512@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Japan,Normal high school,10,Richard2513@pku.edu.cn,FALSE,TRUE,my
shanxi,Archaeology,United States,University,11,Susan2514@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,Canada,International high school,12,Thomas2515@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Mathematics,Japan,Normal high school,Freshman,Uma2516@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,United States,University,Sophomore,Vivian2517@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Economy,Canada,International high school,Junior,Winnie2518@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,Japan,Normal high school,Senior,Xander2519@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Philosophy,United States,University,9,Yasmine2520@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Canada,International high school,10,Zach2521@pku.edu.cn,FALSE,FALSE,my
shanxi,Architecture,Japan,Normal high school,11,Alice2522@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,United States,University,12,Bob2523@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Computer Science,Canada,International high school,Freshman,Carol2524@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,Sophomore,Dave2525@pku.edu.cn,TRUE,TRUE,omy
shanxi,Sociology,United States,University,Junior,Eve2526@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,Canada,International high school,Senior,Francis2527@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Archaeology,Japan,Normal high school,9,Grace2528@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,10,Hans2529@pku.edu.cn,TRUE,FALSE,omy
shanxi,Mathematics,Canada,International high school,11,Isabella2530@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Japan,Normal high school,12,Jason2531@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Economy,United States,University,Freshman,Kate2532@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,Sophomore,Louis2533@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Philosophy,Japan,Normal high school,Junior,Margraret2534@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,United States,University,Senior,Nathan2535@thu.edu.cn,TRUE,TRUE,omy
shanghai,Architecture,Canada,International high school,9,Olivia2536@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,10,Paul2537@pku.edu.cn,FALSE,TRUE,omy
shanxi,Computer Science,United States,University,11,Queen2538@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Canada,International high school,12,Richard2539@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Sociology,Japan,Normal high school,Freshman,Susan2540@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,Sophomore,Thomas2541@pku.edu.cn,TRUE,TRUE,my
shanxi,Archaeology,Canada,International high school,Junior,Uma2542@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,Japan,Normal high school,Senior,Vivian2543@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Mathematics,United States,University,9,Winnie2544@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Canada,International high school,10,Xander2545@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Economy,Japan,Normal high school,11,Yasmine2546@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,United States,University,12,Zach2547@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Philosophy,Canada,International high school,Freshman,Alice2548@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Japan,Normal high school,Sophomore,Bob2549@pku.edu.cn,FALSE,FALSE,my
shanxi,Architecture,United States,University,Junior,Carol2550@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Canada,International high school,Senior,Dave2551@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Computer Science,Japan,Normal high school,9,Eve2552@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,United States,University,10,Francis2553@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Sociology,Canada,International high school,11,Grace2554@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Japan,Normal high school,12,Hans2555@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Archaeology,United States,University,Freshman,Isabella2556@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Canada,International high school,Sophomore,Jason2557@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Mathematics,Japan,Normal high school,Junior,Kate2558@hotmail.com,TRUE,FALSE,TRUE
suzhou,Computer Science,United States,University,Senior,Louis2559@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Economy,Canada,International high school,9,Margraret2560@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Japan,Normal high school,10,Nathan2561@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Philosophy,United States,University,11,Olivia2562@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,Canada,International high school,12,Paul2563@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Architecture,Japan,Normal high school,Freshman,Queen2564@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,United States,University,Sophomore,Richard2565@pku.edu.cn,FALSE,TRUE,omy
shanxi,Computer Science,Canada,International high school,Junior,Susan2566@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Japan,Normal high school,Senior,Thomas2567@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Sociology,United States,University,9,Uma2568@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Canada,International high school,10,Vivian2569@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Archaeology,Japan,Normal high school,11,Winnie2570@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,United States,University,12,Xander2571@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Mathematics,Canada,International high school,Freshman,Yasmine2572@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Japan,Normal high school,Sophomore,Zach2573@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Economy,United States,University,Junior,Alice2574@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,Canada,International high school,Senior,Bob2575@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Philosophy,Japan,Normal high school,9,Carol2576@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,United States,University,10,Dave2577@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Architecture,Canada,International high school,11,Eve2578@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,Japan,Normal high school,12,Francis2579@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Computer Science,United States,University,Freshman,Grace2580@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Canada,International high school,Sophomore,Hans2581@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Sociology,Japan,Normal high school,Junior,Isabella2582@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,United States,University,Senior,Jason2583@thu.edu.cn,TRUE,TRUE,omy
shanghai,Archaeology,Canada,International high school,9,Kate2584@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Japan,Normal high school,10,Louis2585@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Mathematics,United States,University,11,Margraret2586@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Canada,International high school,12,Nathan2587@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Economy,Japan,Normal high school,Freshman,Olivia2588@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,United States,University,Sophomore,Paul2589@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Philosophy,Canada,International high school,Junior,Queen2590@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,Japan,Normal high school,Senior,Richard2591@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Architecture,United States,University,9,Susan2592@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Canada,International high school,10,Thomas2593@pku.edu.cn,FALSE,FALSE,omy
shanxi,Computer Science,Japan,Normal high school,11,Uma2594@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,United States,University,12,Vivian2595@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Sociology,Canada,International high school,Freshman,Winnie2596@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Japan,Normal high school,Sophomore,Xander2597@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Archaeology,United States,University,Junior,Yasmine2598@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,Canada,International high school,Senior,Zach2599@thu.edu.cn,TRUE,TRUE,my
shanghai,Mathematics,Japan,Normal high school,9,Alice2600@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,United States,University,10,Bob2601@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Economy,Canada,International high school,11,Carol2602@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,Japan,Normal high school,12,Dave2603@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Philosophy,United States,University,Freshman,Eve2604@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Canada,International high school,Sophomore,Francis2605@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Architecture,Japan,Normal high school,Junior,Grace2606@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,United States,University,Senior,Hans2607@thu.edu.cn,FALSE,FALSE,my
shanghai,Computer Science,Canada,International high school,9,Isabella2608@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,10,Jason2609@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Sociology,United States,University,11,Kate2610@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Canada,International high school,12,Louis2611@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Archaeology,Japan,Normal high school,Freshman,Margraret2612@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,Sophomore,Nathan2613@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Mathematics,Canada,International high school,Junior,Olivia2614@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Japan,Normal high school,Senior,Paul2615@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Economy,United States,University,9,Queen2616@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,10,Richard2617@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Philosophy,Japan,Normal high school,11,Susan2618@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,United States,University,12,Thomas2619@thu.edu.cn,TRUE,FALSE,omy
shanghai,Architecture,Canada,International high school,Freshman,Uma2620@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,Sophomore,Vivian2621@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Computer Science,United States,University,Junior,Winnie2622@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,Canada,International high school,Senior,Xander2623@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Sociology,Japan,Normal high school,9,Yasmine2624@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,10,Zach2625@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Archaeology,Canada,International high school,11,Alice2626@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,Japan,Normal high school,12,Bob2627@thu.edu.cn,TRUE,FALSE,my
shanghai,Mathematics,United States,University,Freshman,Carol2628@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Canada,International high school,Sophomore,Dave2629@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Economy,Japan,Normal high school,Junior,Eve2630@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,United States,University,Senior,Francis2631@thu.edu.cn,FALSE,FALSE,TRUE
