City,FutureMajor,Country,SchoolType,Grade,Email,English,Japanese,Coding
beijing,Computer Science,Canada,International high school,Sophomore,Richard0277@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Economy,Japan,Normal high school,Junior,Susan0278@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,United States,University,Senior,Thomas0279@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Philosophy,Canada,International high school,9,Uma0280@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Japan,Normal high school,10,Vivian0281@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Architecture,United States,University,11,Winnie0282@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Canada,International high school,12,Xander0283@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Computer Science,Japan,Normal high school,Freshman,Yasmine0284@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,United States,University,Sophomore,Zach0285@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Sociology,Canada,International high school,Junior,Alice0286@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,Japan,Normal high school,Senior,Bob0287@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Archaeology,United States,University,9,Carol0288@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Canada,International high school,10,Dave0289@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Mathematics,Japan,Normal high school,11,Eve0290@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,United States,University,12,Francis0291@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Economy,Canada,International high school,Freshman,Grace0292@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Japan,Normal high school,Sophomore,Hans0293@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Philosophy,United States,University,Junior,Isabella0294@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,Canada,International high school,Senior,Jason0295@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Architecture,Japan,Normal high school,9,Kate0296@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,United States,University,10,Louis0297@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Computer Science,Canada,International high school,11,Margraret0298@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Japan,Normal high school,12,Nathan0299@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Sociology,United States,University,Freshman,Olivia0300@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Canada,International high school,Sophomore,Paul0301@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Archaeology,Japan,Normal high school,Junior,Queen0302@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,United States,University,Senior,Richard0303@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Mathematics,Canada,International high school,9,Susan0304@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Japan,Normal high school,10,Thomas0305@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Economy,United States,University,11,Uma0306@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,Canada,International high school,12,Vivian0307@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Philosophy,Japan,Normal high school,Freshman,Winnie0308@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,United States,University,Sophomore,Xander0309@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Architecture,Canada,International high school,Junior,Yasmine0310@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Japan,Normal high school,Senior,Zach0311@thu.edu.cn,FALSE,TRUE,my
shanghai,Computer Science,United States,University,9,Alice0312@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Canada,International high school,10,Bob0313@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Sociology,Japan,Normal high school,11,Carol0314@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,United States,University,12,Dave0315@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Archaeology,Canada,International high school,Freshman,Eve0316@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Japan,Normal high school,Sophomore,Francis0317@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Mathematics,United States,University,Junior,Grace0318@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Canada,International high school,Senior,Hans0319@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Economy,Japan,Normal high school,9,Isabella0320@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,United States,University,10,Jason0321@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Philosophy,Canada,International high school,11,Kate0322@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,Japan,Normal high school,12,Louis0323@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Architecture,United States,University,Freshman,Margraret0324@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Canada,International high school,Sophomore,Nathan0325@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Computer Science,Japan,Normal high school,Junior,Olivia0326@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,United States,University,Senior,Paul0327@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Sociology,Canada,International high school,9,Queen0328@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Japan,Normal high school,10,Richard0329@pku.edu.cn,FALSE,TRUE,my
shanxi,Archaeology,United States,University,11,Susan0330@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Canada,International high school,12,Thomas0331@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Mathematics,Japan,Normal high school,Freshman,Uma0332@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,United States,University,Sophomore,Vivian0333@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Economy,Canada,International high school,Junior,Winnie0334@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,Japan,Normal high school,Senior,Xander0335@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Philosophy,United States,University,9,Yasmine0336@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Canada,International high school,10,Zach0337@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Architecture,Japan,Normal high school,11,Alice0338@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,United States,University,12,Bob0339@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Computer Science,Canada,International high school,Freshman,Carol0340@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,Sophomore,Dave0341@pku.edu.cn,FALSE,TRUE,omy
shanxi,Sociology,United States,University,Junior,Eve0342@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Canada,International high school,Senior,Francis0343@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Archaeology,Japan,Normal high school,9,Grace0344@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,10,Hans0345@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Mathematics,Canada,International high school,11,Isabella0346@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Japan,Normal high school,12,Jason0347@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Economy,United States,University,Freshman,Kate0348@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,Sophomore,Louis0349@pku.edu.cn,TRUE,FALSE,omy
shanxi,Philosophy,Japan,Normal high school,Junior,Margraret0350@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,United States,University,Senior,Nathan0351@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Architecture,Canada,International high school,9,Olivia0352@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,10,Paul0353@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Computer Science,United States,University,11,Queen0354@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,Canada,International high school,12,Richard0355@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Sociology,Japan,Normal high school,Freshman,Susan0356@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,Sophomore,Thomas0357@pku.edu.cn,TRUE,FALSE,my
shanxi,Archaeology,Canada,International high school,Junior,Uma0358@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,Japan,Normal high school,Senior,Vivian0359@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Mathematics,United States,University,9,Winnie0360@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Canada,International high school,10,Xander0361@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Economy,Japan,Normal high school,11,Yasmine0362@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,United States,University,12,Zach0363@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Philosophy,Canada,International high school,Freshman,Alice0364@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Japan,Normal high school,Sophomore,Bob0365@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Architecture,United States,University,Junior,Carol0366@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Canada,International high school,Senior,Dave0367@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Computer Science,Japan,Normal high school,9,Eve0368@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,United States,University,10,Francis0369@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Sociology,Canada,International high school,11,Grace0370@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Japan,Normal high school,12,Hans0371@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Archaeology,United States,University,Freshman,Isabella0372@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Canada,International high school,Sophomore,Jason0373@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Mathematics,Japan,Normal high school,Junior,Kate0374@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,United States,University,Senior,Louis0375@thu.edu.cn,FALSE,FALSE,omy
shanghai,Economy,Canada,International high school,9,Margraret0376@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Japan,Normal high school,10,Nathan0377@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Philosophy,United States,University,11,Olivia0378@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,Canada,International high school,12,Paul0379@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Architecture,Japan,Normal high school,Freshman,Queen0380@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,United States,University,Sophomore,Richard0381@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Computer Science,Canada,International high school,Junior,Susan0382@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,Japan,Normal high school,Senior,Thomas0383@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Sociology,United States,University,9,Uma0384@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Canada,International high school,10,Vivian0385@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Archaeology,Japan,Normal high school,11,Winnie0386@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,United States,University,12,Xander0387@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Mathematics,Canada,International high school,Freshman,Yasmine0388@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Japan,Normal high school,Sophomore,Zach0389@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Economy,United States,University,Junior,Alice0390@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,Canada,International high school,Senior,Bob0391@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Philosophy,Japan,Normal high school,9,Carol0392@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,United States,University,10,Dave0393@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Architecture,Canada,International high school,11,Eve0394@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Japan,Normal high school,12,Francis0395@thu.edu.cn,FALSE,FALSE,my
shanghai,Computer Science,United States,University,Freshman,Grace0396@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Canada,International high school,Sophomore,Hans0397@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Sociology,Japan,Normal high school,Junior,Isabella0398@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,United States,University,Senior,Jason0399@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Archaeology,Canada,International high school,9,Kate0400@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Japan,Normal high school,10,Louis0401@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Mathematics,United States,University,11,Margraret0402@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Canada,International high school,12,Nathan0403@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Economy,Japan,Normal high school,Freshman,Olivia0404@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,United States,University,Sophomore,Paul0405@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Philosophy,Canada,International high school,Junior,Queen0406@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,Japan,Normal high school,Senior,Richard0407@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Architecture,United States,University,9,Susan0408@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Canada,International high school,10,Thomas0409@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Computer Science,Japan,Normal high school,11,Uma0410@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,United States,University,12,Vivian0411@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Sociology,Canada,International high school,Freshman,Winnie0412@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Japan,Normal high school,Sophomore,Xander0413@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Archaeology,United States,University,Junior,Yasmine0414@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Canada,International high school,Senior,Zach0415@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Mathematics,Japan,Normal high school,9,Alice0416@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,United States,University,10,Bob0417@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Economy,Canada,International high school,11,Carol0418@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,Japan,Normal high school,12,Dave0419@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Philosophy,United States,University,Freshman,Eve0420@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Canada,International high school,Sophomore,Francis0421@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Architecture,Japan,Normal high school,Junior,Grace0422@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,United States,University,Senior,Hans0423@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Computer Science,Canada,International high school,9,Isabella0424@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,10,Jason0425@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Sociology,United States,University,11,Kate0426@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Canada,International high school,12,Louis0427@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Archaeology,Japan,Normal high school,Freshman,Margraret0428@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,Sophomore,Nathan0429@pku.edu.cn,TRUE,TRUE,omy
shanxi,Mathematics,Canada,International high school,Junior,Olivia0430@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Japan,Normal high school,Senior,Paul0431@thu.edu.cn,TRUE,TRUE,omy
shanghai,Economy,United States,University,9,Queen0432@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,10,Richard0433@pku.edu.cn,FALSE,FALSE,omy
shanxi,Philosophy,Japan,Normal high school,11,Susan0434@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,United States,University,12,Thomas0435@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Architecture,Canada,International high school,Freshman,Uma0436@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,Sophomore,Vivian0437@pku.edu.cn,FALSE,FALSE,omy
shanxi,Computer Science,United States,University,Junior,Winnie0438@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Canada,International high school,Senior,Xander0439@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Sociology,Japan,Normal high school,9,Yasmine0440@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,10,Zach0441@pku.edu.cn,FALSE,TRUE,my
shanxi,Archaeology,Canada,International high school,11,Alice0442@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Japan,Normal high school,12,Bob0443@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Mathematics,United States,University,Freshman,Carol0444@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Canada,International high school,Sophomore,Dave0445@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Economy,Japan,Normal high school,Junior,Eve0446@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,United States,University,Senior,Francis0447@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Philosophy,Canada,International high school,9,Grace0448@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Japan,Normal high school,10,Hans0449@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Architecture,United States,University,11,Isabella0450@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,Canada,International high school,12,Jason0451@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Computer Science,Japan,Normal high school,Freshman,Kate0452@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,United States,University,Sophomore,Louis0453@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Sociology,Canada,International high school,Junior,Margraret0454@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Japan,Normal high school,Senior,Nathan0455@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Archaeology,United States,University,9,Olivia0456@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Canada,International high school,10,Paul0457@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Mathematics,Japan,Normal high school,11,Queen0458@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,United States,University,12,Richard0459@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Economy,Canada,International high school,Freshman,Susan0460@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Japan,Normal high school,Sophomore,Thomas0461@pku.edu.cn,TRUE,TRUE,omy
shanxi,Philosophy,United States,University,Junior,Uma0462@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,Canada,International high school,Senior,Vivian0463@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Architecture,Japan,Normal high school,9,Winnie0464@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,United States,University,10,Xander0465@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Computer Science,Canada,International high school,11,Yasmine0466@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,Japan,Normal high school,12,Zach0467@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Sociology,United States,University,Freshman,Alice0468@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Canada,International high school,Sophomore,Bob0469@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Archaeology,Japan,Normal high school,Junior,Carol0470@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,United States,University,Senior,Dave0471@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Mathematics,Canada,International high school,9,Eve0472@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Japan,Normal high school,10,Francis0473@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Economy,United States,University,11,Grace0474@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,Canada,International high school,12,Hans0475@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Philosophy,Japan,Normal high school,Freshman,Isabella0476@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,United States,University,Sophomore,Jason0477@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Architecture,Canada,International high school,Junior,Kate0478@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Japan,Normal high school,Senior,Louis0479@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Computer Science,United States,University,9,Margraret0480@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Canada,International high school,10,Nathan0481@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Sociology,Japan,Normal high school,11,Olivia0482@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,United States,University,12,Paul0483@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Archaeology,Canada,International high school,Freshman,Queen0484@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Japan,Normal high school,Sophomore,Richard0485@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Mathematics,United States,University,Junior,Susan0486@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Canada,International high school,Senior,Thomas0487@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Economy,Japan,Normal high school,9,Uma0488@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,United States,University,10,Vivian0489@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Philosophy,Canada,International high school,11,Winnie0490@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,Japan,Normal high school,12,Xander0491@thu.edu.cn,TRUE,FALSE,omy
shanghai,Architecture,United States,University,Freshman,Yasmine0492@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Canada,International high school,Sophomore,Zach0493@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Computer Science,Japan,Normal high school,Junior,Alice0494@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,United States,University,Senior,Bob0495@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Sociology,Canada,International high school,9,Carol0496@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Japan,Normal high school,10,Dave0497@pku.edu.cn,TRUE,FALSE,my
shanxi,Archaeology,United States,University,11,Eve0498@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Canada,International high school,12,Francis0499@thu.edu.cn,TRUE,TRUE,my
shanghai,Mathematics,Japan,Normal high school,Freshman,Grace0500@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,United States,University,Sophomore,Hans0501@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Economy,Canada,International high school,Junior,Isabella0502@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,Japan,Normal high school,Senior,Jason0503@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Philosophy,United States,University,9,Kate0504@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Canada,International high school,10,Louis0505@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Architecture,Japan,Normal high school,11,Margraret0506@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,United States,University,12,Nathan0507@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Computer Science,Canada,International high school,Freshman,Olivia0508@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,Sophomore,Paul0509@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Sociology,United States,University,Junior,Queen0510@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Canada,International high school,Senior,Richard0511@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Archaeology,Japan,Normal high school,9,Susan0512@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,10,Thomas0513@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Mathematics,Canada,International high school,11,Uma0514@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Japan,Normal high school,12,Vivian0515@thu.edu.cn,FALSE,TRUE,omy
shanghai,Economy,United States,University,Freshman,Winnie0516@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,Sophomore,Xander0517@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Philosophy,Japan,Normal high school,Junior,Yasmine0518@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,United States,University,Senior,Zach0519@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Architecture,Canada,International high school,9,Alice0520@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,10,Bob0521@pku.edu.cn,TRUE,TRUE,omy
shanxi,Computer Science,United States,University,11,Carol0522@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Canada,International high school,12,Dave0523@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Sociology,Japan,Normal high school,Freshman,Eve0524@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,Sophomore,Francis0525@pku.edu.cn,FALSE,TRUE,my
shanxi,Archaeology,Canada,International high school,Junior,Grace0526@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,Japan,Normal high school,Senior,Hans0527@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Mathematics,United States,University,9,Isabella0528@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Canada,International high school,10,Jason0529@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Economy,Japan,Normal high school,11,Kate0530@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,United States,University,12,Louis0531@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Philosophy,Canada,International high school,Freshman,Margraret0532@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Japan,Normal high school,Sophomore,Nathan0533@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Architecture,United States,University,Junior,Olivia0534@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Canada,International high school,Senior,Paul0535@thu.edu.cn,FALSE,FALSE,my
shanghai,Computer Science,Japan,Normal high school,9,Queen0536@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,United States,University,10,Richard0537@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Sociology,Canada,International high school,11,Susan0538@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Japan,Normal high school,12,Thomas0539@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Archaeology,United States,University,Freshman,Uma0540@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Canada,International high school,Sophomore,Vivian0541@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Mathematics,Japan,Normal high school,Junior,Winnie0542@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,United States,University,Senior,Xander0543@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Economy,Canada,International high school,9,Yasmine0544@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Japan,Normal high school,10,Zach0545@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Philosophy,United States,University,11,Alice0546@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,Canada,International high school,12,Bob0547@thu.edu.cn,FALSE,FALSE,omy
shanghai,Architecture,Japan,Normal high school,Freshman,Carol0548@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,United States,University,Sophomore,Dave0549@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Computer Science,Canada,International high school,Junior,Eve0550@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,Japan,Normal high school,Senior,Francis0551@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Sociology,United States,University,9,Grace0552@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Canada,International high school,10,Hans0553@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Archaeology,Japan,Normal high school,11,Isabella0554@hotmail.com,TRUE,FALSE,TRUE
